private_cofinancing,project_name,lat,description,beneficiary_name,public_cofinancing,long,fund,eu_amount,address,duration
724750,Maintenance Valuepark,29.9561359,"Maintenance Valuepark (MVP)Het Maintenance Valuepark Terneuzen (MVP) richt zich op het ontwikkelen, ontsluiten en verspreiden van kennis en services gericht op de onderhoudsfunctie in de procesindustrie. Het MVP bestaat uit het Kennis- en Innovatie Centrum (Ki&lt;), de Leer- WerkOmgeving (LWO) en een bedrijventerrein.
Kennis- en Innovatie Centrum (Ki&lt;)Het Kennis- en Innovatie Centrum (Ki&lt;) is het hart van het MVP. Het Ki&lt; heeft een actieve rol en stimuleert constant samenwerking tussen de bedrijven die zich op het MVP vestigen, het onderwijs en andere externe kennisinstellingen. Het staat symbool voor de toegevoegde waarde van het MVP; samen werken aan innovatieve ideeën om een sterke positie te verwerven in de procesindustrie.
Leer Werk Omgeving (LWO)De Leer-WerkOmgeving is een gezamenlijke faciliteit van asset owners, contractors en onderwijsinstellingen voor het trainen van leerlingen en vakmensen. Momenteel ligt de primaire focus van de MVP leerwerkomgeving op het bijbrengen en onderhouden van technische vaardigheden voor eerstelijns onderhoud.
Opening 2015Het Maintenance Valuepark in Terneuzen, waar onderhoudsbedrijven voor de procesindustrie een plek moeten krijgen, opent eind 2015 de poorten.",Valuepark Terneuzen,190904,-94.006701,EFRO,593386,4530 AC,Looptijd: van  1 januari 2010 tot 31 december 2012
4868000,Main Manufacturing Excellence Project,52.2599857," Dit programma is opgesteld met het doel door intensieve samenwerking nieuwe producten en markten te ontwikkelen. De subsidie is verstrekt voor het eerste deel van dit programma en bestaat uit 16 concrete projecten. Deze projecten worden uitgevoerd 16 clusters waarin 37 bedrijven deelnemen. Centraal in het programma staat samenwerking en kennisuitwisseling tussen bedrijven en kennisinstellingen. De clusters worden intensief begeleid door procesbegeleiders (‘facilitators’) die door stichting Projecten Innovatie in de Maakindustrie worden ingehuurd. Door het zichtbaar maken van innovatie in concrete projecten levert het programma een bijdrage aan het versterken van het kenniscluster technologie. Voorbeelden van projecten die subsidie ontvangen zijn een volautomatische vleeswarensnijmachine, een automatische eindassemblagelijn voor koelunit-interieurs en een zeer nauwkeurig meetsysteem voor grote objecten. Het MAIN samenwerkingsplatform bestaat uit onder andere uit de Verenigde Maakinudstrie Oost (VMO), FME-CWM, de Koninklijke Metaalunie, Oost NV, Syntens en STODT. Zij  vertegenwoordigt 3.000 bedrijven in de maakindustrie in Oost-Nederland. MAIN heeft onder andere de doelstelling MKB bedrijven aan elkaar te koppelen, te ondersteunen in product- en marktinnovatie, te faciliteren in kennisuitwisseling tussen bedrijven en op deze wijze de productiviteit van MKB bedrijven drastisch te verhogen.",Stichting Projecten Innovatie Maakindustrie,1334243,6.7889236,EFRO,4995036,7553 VZ,Looptijd: van  1 januari 2008 tot  1 juni 2012
30000,ACT Achterhoeks Centrum Technologie,51.9520074," Dit doet het ACT door een actieve uitwisseling te stimuleren van kennis van kennisinstituten zoals TNO en de Hogeschool Arnhem Nijmegen met kennis van het bedrijfsleven door bijvoorbeeld de inzet van studenten in projecten en de inzet van lectoren. Het ACT is van en voor ondernemers en richt zich op experimenten zoals open innovatie. Bij open innovatie zoeken ondernemers samen met hun klanten, toeleveranciers of andere stakeholders naar verbeteringen. Het ACT ontvangt een bijdrage van 300.000 euro.",Stichting Achterhoeks Centrum voor Technologie,345675,6.3040505,EFRO,294675,7005 BK,Looptijd: van  1 april 2008 tot  1 oktober 2010
449905,Kunstgras,52.7762021,"Bestaande kunstgrasmatten worden na afloop van de levensduur verbrand of gestort. De gebruikte combinatie van polymeer en latex beperkt namelijk de mogelijkheden voor recyclen.
 
Het doel van dit project is het ontwikkelen van een kunstgrasmat die na afloop van de levensduur volledig biocomposteerbaar is in een industrieel composteerbedrijf. Het project zal uitgevoerd worden door een consortium van zes bedrijven.
 
Een kunstgrasveld bestaat uit:
Tuftweefsel: de mat waarin de grassprieten worden vastgeweven.
 Filamenten: Een filament is hetzelfde als een vezel en als een garen. Eén filament vormt wanneer hij door de mat (het tuftweefsel) is gestoken twee grassprietjes.
Backing: de onderkant van het kunstgrasveld waarop het tuftweefsel is vastgemaakt.
Infill: de kunstgrasmat moet worden gevuld met een materiaal dat ervoor zorgt dat de graspolen goed overeind blijven staan.
Onderplaten: om de energieresorptie te verhogen worden onder kunstgrasmatten schuimplaten gelegd.
Voor elk van deze onderdelen zal onderzocht worden hoe deze van een composteerbare grondstof gemaakt kunnen worden. Uitgangspunt hierbij is het gebruik van polymelkzuur, een plantaardige grondstof.
 
Het project wordt in de volgende fasen uitgevoerd:
1.    Ontwikkeling van garen op basis van polymelkzuur (PLA);
2.    Tuften van het nieuwe garen op PLA tuftweefsel;
3.    Ontwikkeling materiaal voor backing: hiervoor zal polyvinylbutryal worden gebruikt, dat afkomstig is van de recycling van autoruiten;
4.    Praktijkproef biocomposteerbaar kunstgras;
5.    Aanleggen bio-kunstgrasproefveld in Emmen.",Applied Polymer Innovations Emmen B.V. (API),190000,6.9054575,EFRO,100000,7821 AT,Looptijd: van 20 november 2008 tot 31 december 2012
689284,Mobiele grasbioraffinage,53.2414897,"Mobiele Grasraffinage is een industrieel onderzoeksproject waarin 4 bedrijven en een belangenorganisatie samenwerken. Als derde partij is de Universiteit Wageningen betrokken. Het project is gericht op de ontwikkeling van een economisch renderende, mobiele verwerkingstechniek voor gras. Deze verwerkingstechniek scheidt eiwit, vezels en reststoffen. De fracties eiwit en vezels worden opgewerkt tot hoogwaardige producten. Hiertoe worden drie deelprojecten uitgewerkt:
 
      1. bioraffinagetechnie, 
      2. eiwitfractie, geschikt als veevoer en 
      3. vezelfractie, geschikt voor de papier- en kartonindustrie.
 
De aanleiding van het project komt voort uit een aantal ontwikkelingen in de Nederlandse (melk)veehouderij en de papier- en kartonindustrie:
1.      De melkveehouderij kent een overschot aan gras. Dat wordt in de toekomst naar verwachting groter (vanwege extensivering landbouw). De sector is op zoek naar een economische bestemming van het grasoverschot.
2.      Een belangrijke oorzaak van ons nationale mineralenoverschot is de forse eiwitimport (soja). Veevoederfabrikanten zoeken een duurzame bron van eiwit ter vervanging van het niet duurzame soja.
3.      De Nederlandse papier- en kartonindustrie heeft te maken met sterk stijgende grondstofprijzen als gevolg van de toegenomen vraag naar biomassa, met name houtvezel. De sector is op zoek naar nieuwe vezelgrondstoffen.
 
Behalve dat dit project antwoordt geeft op de bovenstaande ontwikkelingen, draagt het ook bij aan de reductie van energiegebruik door het voorkomen van onnodig transport, inkuilen en uitstrooien.",Hoogland Gras- en Groenvoeders Marrum B.V.,848178,5.8812038,EFRO,648178,9061 CD,Looptijd: van 28 juni 2008 tot 31 mei 2011
1020000,Intensivering Promotie Drenthe 2010-2013,52.9914368,"Marketing Drenthe heeft een marketing- en communicatieconcept ontwikkeld, dat zich uitstekend leent voor een integrale aanpak voor wat betreft de themavelden toerisme, wonen en werken. Ter versterking van de integrale aanpak is het voornemen om vanaf 2010 ook sport en cultuurcommunicatie in dit concept te integreren. Op deze wijze kan maximale synergie worden behaald uit de marketing- en communicatie-inspanningen.
 
Binnen het project wordt het Drenthe-concept krachtig en innovatief neergezet, het is een samenhangende combinatie van meerdere activiteiten gedurende vier jaren. Het project bestaat uit een vijftal deelprojecten: •Intensivering van de integrale communicatie •Merkcommunicatie rondom ‘boven provinciale’ elementen ter bevordering van het imago van Drenthe •Optimalisering toeristisch internetplatform •Ontwikkeling Zuid-As, gekoppeld aan de gemeenten Meppel, Hoogeveen, De Wolden, Coevorden en Emmen •Ontwikkeling van Kenniscentrum op het gebied van Recreatie &amp; Toerisme, Wonen en Werken voor de provincie Drenthe.
 
Het project kent meerdere doelstellingen:
 
het verder verbeteren van het imago van Drenthe op de themavelden toerisme, wonen en werken, gericht op een duurzame ontwikkeling met een integrale aanpak;
het verder ‘laden’ van Drenthe met het unieke ontwikkelde campagneconcept ‘Drenthe doet wat met je’ met behulp van crossmediale toepassingen (o.a. nieuwe media);
het realiseren van meer slagkracht door de intensivering van middelen te koppelen aan een intensivering van samenwerking met overheden, de Drentse steden Assen, Hoogeveen, Meppel, Coevorden en Emmen, instellingen en bedrijven, met als uiteindelijk doel het inspireren, stimuleren en motiveren van ondernemerschap binnen Drenthe;
Drenthe informatiegereed maken voor de Duitse markt;
Toename van toerisme, zowel voor wat betreft omzet als overnachtingen en dagbezoekers.",Stichting Marketing Drenthe,6179500,6.5566885,EFRO,100000,9401 HJ,Looptijd: van 22 oktober 2009 tot 31 december 2014
,Bereikbaarheid Kampen Noord,52.5643438, De voornaamste ingrepen zijn het realiseren van een op- en afrit ter hoogte van het bedrijventerrein en ten behoeve van het bedrijventerrein Kampen-Noord.,Gemeente Kampen,1850000,5.8751745,EFRO,1500000,8263CB,Looptijd: van  1 januari 2010 tot 15 februari 2015
30000,European Tourism Institute,38.5840232,Het project bestaat uit het opzetten van een Toeristisch top instituut. Het instituut zal zich in eerste instantie richten op Noord-Nederland (na een aantal jaren ook op Nederland en Europa). Het instituut moet zich met name onderscheiden door het ontwikkelen van scenarioplanning voor de toeristische sector. Dit bestaat uit het maken van voorspellingen over de toekomstige ontwikkelingen op dit gebied op basis van gegevens uit het verleden. De techniek van scenarioplanning voor de toeristische sector is recentelijk ontwikkeld in het buitenland (www.tomorrowstourist.com).,Stenden Hogeschool,2471801,-121.2809426,EFRO,634139,8900 CG,Looptijd: van 25 maart 2009 tot  1 mei 2014
,"IPR 2008, begrotingsjaren 2009-2010",53.1942316,"Het project betreft de uitvoering van de subsidieregeling IPR 2009. De IPR is een investeringsbevorderende premieregeling, waarvan individuele ondernemingen onder bepaalde voorwaarden gebruik kunnen maken. Stuwende industriële en dienstverlenende ondernemingen vormen de doelgroep van de regeling.
 
De subsidieregeling heeft als doel de subsidiëring van investeringen aan stuwende ondernemingen die een vestigingsproject uitvoeren in de door de Europese Commissie op 27 juni 2007 goedgekeurde Nationale regionale-steunkaart en daarmee te komen tot een versterking van de economische structuur van Noord-Nederland.
 
De IPR in zijn huidige systematiek bestaat reeds vanaf 1968 en is sindsdien regelmatig aangepast aan gewijzigde economische omstandigheden. Dat de IPR aan bovenstaande doelstelling een bijdrage levert blijkt o.a. uit het evaluatierapport van NIB-consult (evaluatie IPR 1993-1997), alsmede uit de evaluatie van Buck Consultants International (evaluatie IPR 1998-2002), beide uitgevoerd in opdracht van het Ministerie van Economische Zaken. Door ondernemers is bij de Buck-evaluatie aangegeven dat zij de IPR als de regeling voor vergroting van de investeringsbereidheid beschouwen. Andere beleidsinstrumenten (zoals fiscale voordelen en scholing) scoren aanzienlijk minder.De IPR heeft de afgelopen jaren duidelijk bijgedragen aan extra investeringen en arbeidsplaatsen in de regio en is daarmee een zinvol instrument gebleken voor verbreding en versterking van de ijle economische structuur. In het in 2007 uitgebrachte rapport van BUCK/EIM wordt geconcludeerd dat continuering van de vestigings-IPR vooral legitiem is met het oog op verbreding van de economische structuur.",SNN uitvoeringsorganisatie,,6.5539072,EFRO,4350000,9728 JS,Looptijd: van 31 maart 2009 tot 31 december 2015
1031267,Duivenvoorde Corridor,,"In ere herstellen van waardevolle groenzone De Duivenvoordecorridor is het relatief smalle groene gebied tussen Leidschendam-Voorburg en Voorschoten. Dit oud strandwallen- en strandvlaktenlandschap ligt in een sterk verstedelijkt gebied en maakt deel uit van de zogenoemde 'Groenblauwe Slinger' in Zuid-Holland. Deze verbindt het strand met het Groene Hart. Beide gemeenten werkten en werken aan de ambitie om het karakteristieke landschap tussen de gemeenten te behouden en te versterken en de verstedelijking tegen te gaan. Dat betekent dat de bestaande verspreid liggende glastuinbouw moet verdwijnen en plaats moet maken voor een meer open en groener landschap met voet- en wandelpaden, de aanleg van nieuwe weides, bosschages en waterpartijen en nieuwe recreatieve bestemmingen. Om het project financieel mogelijk te maken is op beperkte schaal voorzien in woningbouw, in de vorm van nieuwe buitenplaatsen, boerderijclusters, woningen in het lint, gehuchtjes en solitaire woningen, passend bij het karakter van het gebied. Kansen voor West heeft financieel bijgedragen aan diverse activiteiten, zoals aan het instellen van een kwaliteitsteam (Q-team), dat de vinger aan de pols houdt bij het opstellen van beeldkwaliteit- en uitwerkingsplannen en de diverse (bouw)plannen. Er werd er een inrichtingsplan opgesteld met als titel ‘Van glas naar gras’ en het Europese geld werd ook benut om in het kasteelpark Duivenvoorde een kwalitatieve inhaalslag uit te voeren op basis van een parkherstelplan, met ook oog voor het verbeteren van toeristische voorzieningen. Dit Engels landschapspark van tuinarchitect Jan David Zocher jr. had veel van zijn natuurlijke vitaliteit verloren.",Gemeente Voorschoten,450962,,EFRO,730053,2252LA,Looptijd: van  5 november 2009 tot 30 september 2015
1270000,LIMIS,53.1903648,Het project is gebaseerd op de landelijke  sterke positie van het Medisch Centrum Leeuwarden op het gebied van Minimal Invasive Surgery en is gericht op het uitbouwen van deze vooraanstaande positie en het vergroten van de basis voor kennisintensieve bedrijvigheid. Bedrijven en (kennis)instellingen worden gestimuleerd in deze ontwikkeling deel te nemen en samen te werken in een succesvol innovatiecluster. Het project heeft tot doel om kennisintensieve bedrijvigheid tot stand te brengen op het gebied van zorg- en medische technologie. Ook worden in het project een zestal innovatieprojecten uitgevoerd.,Stichting Limis,2058000,5.8071459,EFRO,100000,8934 AD,Looptijd: van  6 oktober 2009 tot 31 december 2014
