project_title,beneficiary,start_date,end_date,eu_cofinancing_amount,total_amount,priority_axis,thematical_program,fund_acronym
ΑΝΑΒΑΘΜΙΣΗ/ΠΑΓΙΟ/0308/12,Πανεπιστήμιο Κύπρου,2009,2009,400000,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΑΒΑΘΜΙΣΗ/ΠΑΓΙΟ/0308/14,Πανεπιστήμιο Κύπρου,2009,2009,366160,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΑΒΑΘΜΙΣΗ/ΠΑΓΙΟ/0308/17,Πανεπιστήμιο Κύπρου,2009,2009,376801,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΑΒΑΘΜΙΣΗ/ΠΑΓΙΟ/0308/21,Πανεπιστήμιο Κύπρου,2009,2009,395840,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΑΒΑΘΜΙΣΗ/ΠΑΓΙΟ/0308/24,Ινστιτούτο Νευρολογίας και Γενετικής Κύπρου,2009,2009,400000,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΑΒΑΘΜΙΣΗ/ΠΑΓΙΟ/0308/27,ΤΕΠΑΚ,2009,2009,399760,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΑΒΑΘΜΙΣΗ/ΠΑΓΙΟ/0308/30,Πανεπιστήμιο Κύπρου,2009,2009,353200,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΑΒΑΘΜΙΣΗ/ΠΑΓΙΟ/0308/32,ΤΕΠΑΚ,2008,2008,385373,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΑΒΑΘΜΙΣΗ/ΠΑΓΙΟ/0308/33,Πανεπιστήμιο Κύπρου,2009,2009,400000,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΑΒΑΘΜΙΣΗ/ΠΛΗΡΟΣ/0308/02,AAI Scientific & Cultural Services Ltd,2009,2013,100000,82177,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΘΡΩΠΙΣΤΙΚΕΣ/ΑΝΘΡΩ/0308 (ΒΙΕ)/02,Πανεπιστήμιο Κύπρου,2008,2011,99710,65521.33,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΘΡΩΠΙΣΤΙΚΕΣ/ΑΝΘΡΩ/0308 (ΒΙΕ)/03,Πανεπιστήμιο Κύπρου,2008,2013,99958,82297.63,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΘΡΩΠΙΣΤΙΚΕΣ/ΑΝΘΡΩ/0308 (ΒΙΕ)/04,ΤΕΠΑΚ,2009,2009,99890,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΘΡΩΠΙΣΤΙΚΕΣ/ΚΟΙΝΩ/0308 (ΒΙΕ)/01,Research Unit in Behaviour and Social Issues,2008,2012,99424,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΘΡΩΠΙΣΤΙΚΕΣ/ΚΟΙΝΩ/0308 (ΒΙΕ)/08,EUC Reserch Centre,2010,2010,98539,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΘΡΩΠΙΣΤΙΚΕΣ/ΚΟΙΝΩ/0308 (ΒΙΕ)/10,Ακαδημαϊκό Ινστιτούτο Ερευνών Κύπρου,2009,2009,99969,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΘΡΩΠΙΣΤΙΚΕΣ/ΟΙΚΟΝ/0308 (ΒΙΕ)/04,EUC Research Center Ltd,2011,2011,99299,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΘΡΩΠΙΣΤΙΚΕΣ/ΟΙΚΟΝ/0308 (ΒΙΕ)/05,Πανεπιστήμιο Κύπρου,2008,2008,99999,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΘΡΩΠΙΣΤΙΚΕΣ/ΟΙΚΟΝ/0308 (ΒΙΕ)/07,ΤΕΠΑΚ,2009,2013,96840,65422.1,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΘΡΩΠΙΣΤΙΚΕΣ/ΟΙΚΟΝ/0308 (ΒΙΕ)/09,ΤΕΠΑΚ,2009,2013,84214,66915.63,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΘΡΩΠΙΣΤΙΚΕΣ/ΟΙΚΟΝ/0308 (ΒΙΕ)/12,ΤΕΠΑΚ,2008,2012,88296,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΘΡΩΠΙΣΤΙΚΕΣ/ΟΙΚΟΝ/0308 (ΒΙΕ)/15,Ινστιτούτο Εργασίας Κύπρου (ΙΝΕΚ)-ΠΕΟ,2009,2013,76400,67330.08,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΘΡΩΠΙΣΤΙΚΕΣ/ΠΑΙΔΙ/0308 (ΒΙΕ)/06,CARDET-Centre for the Advancement of Research & Development in Educational Technology Ltd.,2008,2012,95294,76235.2,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΑΝΘΡΩΠΙΣΤΙΚΕΣ/ΠΑΙΔΙ/0308 (ΒΙΕ)/07,Frederick Research Centre,2010,2010,99950,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/03,Πανεπιστήμιο Κύπρου,2008,2010,134995,47248.25,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/05,Πανεπιστήμιο Κύπρου,2008,2012,134996,130050.82,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/07,Πανεπιστήμιο Κύπρου,2008,2013,112500,103373.7,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/13,ΤΕΠΑΚ,2008,2010,134848,80056,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/19,Πανεπιστήμιο Κύπρου,2008,2010,89940,31479,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/20,Πανεπιστήμιο Κύπρου,2009,2009,134500,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/22,Πανεπιστήμιο Κύπρου,2008,2008,135000,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/29,Πανεπιστήμιο Κύπρου,2008,2012,34644,30067.22,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/32,Ινστιτούτο Κύπρου,2008,2008,134870,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/33,Πανεπιστήμιο Κύπρου,2008,2013,134996,132588.14,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/43,Πανεπιστήμιο Κύπρου,2008,2010,134841,57677.34,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/44,Κυπριακό Κέντρο Ευρωπαϊκών και Διεθνών Σχέσεων,2009,2009,131100,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/46,ΤΕΠΑΚ,2009,2009,131080,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/48,Πανεπιστήμιο Κύπρου,2008,2012,90000,88858.47,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/49,Πανεπιστήμιο Κύπρου,2008,2008,134725,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΚ/0308/50,Πανεπιστήμιο Κύπρου,2008,2010,134570,47099.5,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΠ/0308/02,CP Foodlab Ltd.,2008,2013,134945,120688.55,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΔΙΔΑΚΤΩΡ/ΔΙΣΕΠ/0308/03,EPOS-Iasis Research and Development Ltd.,2008,2008,84078,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΕΠΙΧΕΙΡΗΣΕΙΣ/ΕΦΑΡΜ/0308/01,Medsonic Ltd,2009,2013,169997,162145.53,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΕΠΙΧΕΙΡΗΣΕΙΣ/ΕΦΑΡΜ/0308/04,Κλινικό και Εργαστηριακό Κέντρο Καρδιολογίας Δρ. Ανδρέα Αντωνιάδη,2009,2009,168850,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΕΠΙΧΕΙΡΗΣΕΙΣ/ΕΦΑΡΜ/0308/08,EPOS-Iasis Research and Development Ltd.,2008,2008,169916,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΕΠΙΧΕΙΡΗΣΕΙΣ/ΕΦΑΡΜ/0308/09,Electromagnetic Valley Ltd,2008,2013,156768,126864.23,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
ΕΠΙΧΕΙΡΗΣΕΙΣ/ΕΦΑΡΜ/0308/12,Yasoo Health Inc,2008,2010,170000,59500,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 3: ΚΟΙΝΩΝΙΑ ΤΗΣ ΓΝΩΣΗΣ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ,"ΑΠ 3 > ΕΣ 1 > Σχέδιο Χορηγιών : Δέσμη Προγραμμάτων για Έρευνα, Τεχνολογική Ανάπτυξη και Καινοτομία",ERDF
